f1,f2,v1,v2,sim
approccio positivo all informatica,interessare,[-1.16397142e-02  1.54159009e-01 -1.13709159e-01 -2.98607469e-01
 -2.30482459e-01  1.05552360e-01  1.95185006e-01  9.94091630e-02
 -1.92338824e-02 -7.22250864e-02  3.46220285e-02 -1.02925323e-01
 -1.75656483e-01  2.25871250e-01 -1.96727872e-01  1.89493939e-01
 -6.56322837e-02  3.04490447e-01 -4.86440718e-01 -1.44259825e-01
  7.83722922e-02 -1.16221063e-01  2.37917662e-01 -1.01011112e-01
  3.37838829e-01  1.30093187e-01 -1.29977271e-01  2.27899313e-01
  3.81279320e-01 -2.43522823e-01 -4.00246680e-02  1.33936122e-01
  6.07647328e-03  6.44762367e-02 -2.49568820e-01  3.73370051e-01
  5.55163659e-02 -6.81384504e-02  1.25159621e-01  2.57905312e-02
 -6.45039752e-02 -3.32607269e-01  2.23793209e-01  6.55202940e-02
 -2.68766880e-02  2.37149149e-01 -8.05483386e-02 -3.35304499e-01
 -2.81753302e-01 -1.65132895e-01  2.49177262e-01 -9.79313180e-02
 -2.30974510e-01  1.34554416e-01 -1.15865178e-01 -1.60773084e-01
  5.80642968e-02  1.80724457e-01 -6.63413331e-02 -5.32221049e-02
 -1.29445538e-01  5.47098853e-02 -2.02170715e-01 -2.20259532e-01
 -2.28460908e-01  1.80601940e-01  1.02209240e-01  1.87227368e-01
 -1.61467507e-01 -4.22296554e-01  4.07844372e-02 -3.02683622e-01
 -2.61321068e-01 -6.47132769e-02 -2.00060874e-01 -1.66446939e-01
 -1.53461611e-02 -2.00744588e-02 -1.48125544e-01  5.20598702e-02
  3.63062203e-01 -1.75527595e-02 -1.28537714e-01 -7.90183306e-01
 -1.07989490e-01 -3.98703307e-01  5.38657568e-02 -7.95122012e-02
 -3.55277032e-01  7.68754929e-02  2.81389564e-01 -2.39925846e-01
 -2.96173513e-01 -8.19292367e-02 -2.49670714e-01 -1.36010079e-02
  2.45294258e-01  2.79367626e-01 -1.22113124e-01  1.66721418e-01
 -7.32512474e-02 -4.22150753e-02 -4.60438393e-02 -2.52374530e-01
  2.63351295e-02  4.64551270e-01  1.44216150e-01 -4.48973402e-02
  5.30019365e-02 -2.18972832e-01 -1.12429023e-01 -8.76489878e-02
  2.28323564e-01  4.86087680e-01 -3.56536778e-03 -2.54624665e-01
 -5.52821219e-01 -1.21704645e-01 -2.28707626e-01  3.41049284e-01
  3.88415083e-02  8.97211507e-02 -9.27205086e-02 -5.28763831e-02
  1.29533723e-01 -2.90877700e-01 -8.01497772e-02  7.62185231e-02
 -6.13657571e-02  1.81506440e-01 -2.28129506e-01  5.10394163e-02
  1.82992220e-01 -1.48046747e-01 -1.09271377e-01  2.16610000e-01
 -2.12493584e-01 -3.25328916e-01  1.84078708e-01  6.36231750e-02
  1.78366050e-03  3.16673756e-01 -2.62380242e-01 -2.29474083e-01
  2.41516754e-01 -1.21755451e-01 -1.18402742e-01 -1.86493471e-01
  2.70277131e-02  1.07186116e-01  4.89907414e-02 -1.86380953e-01
 -1.45375773e-01  1.34548530e-01  2.71732919e-02 -2.16485158e-01
 -8.16252157e-02  1.48962855e-01  1.88009366e-01 -5.10772645e-01
  9.77298170e-02 -3.06534857e-01  3.22340801e-02  3.61270785e-01
  1.34926483e-01 -1.63903818e-01 -6.70928061e-02 -3.32444072e-01
 -6.44238964e-02  4.22876835e-01 -1.64900094e-01  2.97505170e-01
  3.60931456e-01  3.36603150e-02 -2.82436013e-01  1.38447389e-01
  2.95398980e-01  1.14386678e-01  1.01496667e-01 -2.90592015e-01
 -1.46569729e-01 -2.74277199e-02  2.48706117e-01 -3.15053850e-01
  5.00936285e-02 -2.61266440e-01  3.33626308e-02 -1.09631620e-01
  1.13905266e-01 -1.56154290e-01  1.30291313e-01  6.46685883e-02
  1.65710285e-01 -2.53196567e-01  2.63434112e-01  6.31305110e-03
 -2.34258935e-01  2.83307061e-02  7.09432960e-02 -9.52756382e-04
  4.11851741e-02 -5.77055477e-03  2.89364964e-01 -1.16293682e-02
  1.91672727e-01 -3.35301086e-02 -2.44998649e-01  2.06861198e-01
 -1.31137043e-01 -8.05225894e-02 -1.20195486e-01  1.10769369e-01
  2.68374443e-01  6.10526837e-03 -6.95229769e-02  5.79153039e-02
 -2.60386974e-01 -1.75952166e-01  5.03197387e-02  2.85096228e-01
 -2.19876003e-02  2.10139602e-02  1.70311630e-02 -8.94833077e-03
 -2.94246763e-01 -7.42370337e-02 -1.38276499e-02 -1.00686900e-01],[-1.16397142e-02  1.54159009e-01 -1.13709159e-01 -2.98607469e-01
  1.30664334e-02 -2.16320619e-01  1.32719371e-02 -6.65816814e-02
 -4.23055664e-02 -3.92815545e-02  4.02454212e-02 -1.55843511e-01
 -2.36980513e-01  1.25743091e-01  9.74705666e-02  1.62354827e-01
  6.74273372e-02 -1.37452409e-01  3.49879488e-02 -8.23836960e-03
 -7.52245039e-02  2.72503555e-01 -1.94791883e-01  2.15170473e-01
  3.51304095e-03 -8.64338130e-02 -2.23507568e-01  6.42686337e-02
  2.96248123e-03  4.63458411e-02  5.31593375e-02 -5.82411252e-02
 -1.31409898e-01 -1.66405052e-01  2.90903747e-01  1.00360870e-01
 -3.11120078e-02  4.26721610e-02  1.22143552e-02 -8.87746811e-02
  1.78543821e-01 -7.71011487e-02  3.01481694e-01  1.56740978e-01
 -1.34184018e-01  5.11286594e-02  2.24763319e-01 -5.40319644e-02
  2.73578286e-01  2.70958561e-02  2.63237655e-01 -4.16629799e-02
 -1.50720254e-02  2.53704935e-02 -2.54900366e-01 -1.41915679e-01
  1.33558035e-01  2.14831114e-01 -1.12825304e-01  4.95976694e-02
  6.02603331e-02 -2.55488083e-02 -6.45065382e-02 -1.89077809e-01
 -4.66761068e-02  3.11127934e-03 -2.43442550e-01  2.28324383e-01
  2.91160882e-01  1.94029629e-01  3.30313236e-01 -6.56239986e-02
  4.97420654e-02  9.33704078e-02 -2.82850742e-01  1.33761168e-02
 -2.18456611e-03 -3.56521159e-02  1.00540817e-01  2.32959867e-01
 -6.44546896e-02  1.26289949e-01  1.14282884e-01 -1.61475986e-01
 -2.81135410e-01  9.46462750e-02 -6.05561137e-02 -4.21518162e-02
  1.70565635e-01 -1.35548592e-01 -1.66259319e-01 -2.00355709e-01
 -1.40033364e-02  4.62996289e-02  8.83282200e-02  1.19288325e-01
  2.32278869e-01  1.08024850e-01  2.01707900e-01 -1.57707334e-02
  1.21026322e-01 -1.54020116e-01  7.04792663e-02  7.46743083e-02
 -1.96301192e-03  1.04805723e-01 -1.47513881e-01  2.63511330e-01
  2.07054868e-01 -1.03671104e-01  1.47611229e-02  1.50089890e-01
  8.98382664e-02 -7.88256600e-02  1.97647572e-01 -1.31382402e-02
 -1.74878657e-01 -5.53076565e-02  1.58320770e-01 -6.11972101e-02
 -2.26794064e-01  1.03189498e-02  6.49548247e-02  2.20197514e-01
  1.85064763e-01 -3.70274819e-02 -1.37854993e-01 -4.35260236e-02
  7.27747008e-02 -6.30182028e-02 -4.50479239e-02 -6.62500113e-02
 -1.70072913e-01  1.18288159e-01  1.50532588e-01 -1.42032772e-01
  8.13430995e-02 -1.53007712e-02  9.46208388e-02 -3.59616578e-02
 -3.59180331e-01 -1.33788154e-01  1.34242892e-01 -2.29655346e-03
 -2.72685774e-02  2.14044154e-02 -1.08541146e-01  7.28127435e-02
 -2.38651410e-04 -1.95982695e-01  1.74720615e-01 -5.39437681e-03
  2.05317233e-02  4.26801443e-02  2.43546322e-01  8.69352371e-04
  5.59563264e-02 -1.50950238e-01  1.90109596e-01  1.09450608e-01
 -1.60295516e-01  5.67034073e-02  1.36671066e-01  2.34195888e-01
 -1.47876322e-01 -2.41518170e-01 -4.65640165e-02  2.95465291e-02
  2.46848181e-01 -7.00088814e-02 -2.29740500e-01  6.68306202e-02
 -5.12674078e-03 -2.30214372e-02  1.45872280e-01  5.62697425e-02
 -2.28726357e-01 -1.77575573e-02  9.80500430e-02 -2.75558114e-01
  2.83879489e-02 -7.43326545e-02 -4.94806170e-02  4.22653183e-03
  1.00242279e-01  3.13419998e-01 -1.22086950e-01 -3.20474982e-01
 -4.76974621e-02 -1.09024204e-01  3.85939255e-02 -1.09249279e-01
  1.75682247e-01  1.00413658e-01  1.64361537e-01  3.20860833e-01
 -9.53977853e-02  2.34662425e-02  2.62493968e-01  5.42308353e-02
 -1.53091311e-01 -2.95084044e-02 -1.59563318e-01  1.06838308e-02
 -1.06409654e-01 -1.01171806e-01 -2.17111886e-01  4.83220965e-02
 -9.38584208e-02 -2.17813566e-01  1.55260578e-01 -2.52466083e-01
 -3.60205919e-02  1.64385065e-01  2.79432479e-02 -3.50475013e-02
  6.86121434e-02  1.70301944e-01  7.47631490e-02 -8.74385796e-03
 -8.36841613e-02  5.52198626e-02  4.23567742e-02 -2.80593298e-02
 -7.31466711e-02 -6.40020445e-02 -1.44287497e-02 -6.28335476e-02
  1.29541695e-01  1.95766479e-01  1.09457403e-01 -1.68292910e-01
  1.45045102e-01 -9.80552584e-02 -2.46912241e-02 -4.96868566e-02
  3.97380404e-02 -2.17781648e-01 -9.37383249e-02 -1.50604948e-01
  1.94464818e-01  1.89417258e-01 -3.02015152e-02  1.80528045e-01
 -6.24725558e-02  2.17553973e-03 -4.77938652e-02 -2.47500643e-01
 -9.15592462e-02  5.44427559e-02 -3.90641615e-02  1.89786583e-01
  3.86209339e-02  2.78080314e-01 -1.00604430e-01 -6.14342764e-02
  9.83042177e-03  9.33199897e-02  2.24340767e-01  2.49596655e-01
 -8.22229609e-02 -1.44572780e-01 -5.98876849e-02 -1.22467801e-02
  5.81418574e-01  1.49903566e-01  1.58163369e-01 -4.18133102e-04
  1.11590177e-02  2.01342627e-01  2.02897996e-01 -2.22598046e-01
 -3.39167938e-02  2.43490785e-01  8.46160054e-02  5.33166304e-02
  3.96632224e-01  1.58812761e-01  8.18934292e-02  1.39656439e-01
  7.28174970e-02 -1.30904034e-01  1.60036847e-01 -1.32013455e-01
  3.93452495e-03 -2.52426341e-02  1.15843825e-02  2.46200979e-01
 -5.18241338e-02 -3.36252451e-02  2.78230667e-01 -1.38211995e-01
 -1.97978511e-01  1.67561203e-01  2.42867932e-01 -6.36816211e-03
 -2.32295305e-01  1.52466908e-01  5.24568260e-02  2.89334208e-01],0.28904277
approccio positivo all informatica,grazie,[-1.16397142e-02  1.54159009e-01 -1.13709159e-01 -2.98607469e-01
  1.30664334e-02 -2.16320619e-01  1.32719371e-02 -6.65816814e-02
 -4.23055664e-02 -3.92815545e-02  4.02454212e-02 -1.55843511e-01
 -2.36980513e-01  1.25743091e-01  9.74705666e-02  1.62354827e-01
  6.74273372e-02 -1.37452409e-01  3.49879488e-02 -8.23836960e-03
 -7.52245039e-02  2.72503555e-01 -1.94791883e-01  2.15170473e-01
  3.51304095e-03 -8.64338130e-02 -2.23507568e-01  6.42686337e-02
  2.96248123e-03  4.63458411e-02  5.31593375e-02 -5.82411252e-02
 -1.31409898e-01 -1.66405052e-01  2.90903747e-01  1.00360870e-01
 -3.11120078e-02  4.26721610e-02  1.22143552e-02 -8.87746811e-02
  1.78543821e-01 -7.71011487e-02  3.01481694e-01  1.56740978e-01
 -1.34184018e-01  5.11286594e-02  2.24763319e-01 -5.40319644e-02
  2.73578286e-01  2.70958561e-02  2.63237655e-01 -4.16629799e-02
 -1.50720254e-02  2.53704935e-02 -2.54900366e-01 -1.41915679e-01
  1.33558035e-01  2.14831114e-01 -1.12825304e-01  4.95976694e-02
  6.02603331e-02 -2.55488083e-02 -6.45065382e-02 -1.89077809e-01
 -4.66761068e-02  3.11127934e-03 -2.43442550e-01  2.28324383e-01
  2.91160882e-01  1.94029629e-01  3.30313236e-01 -6.56239986e-02
  4.97420654e-02  9.33704078e-02 -2.82850742e-01  1.33761168e-02
 -2.18456611e-03 -3.56521159e-02  1.00540817e-01  2.32959867e-01
 -6.44546896e-02  1.26289949e-01  1.14282884e-01 -1.61475986e-01
 -2.81135410e-01  9.46462750e-02 -6.05561137e-02 -4.21518162e-02
  1.70565635e-01 -1.35548592e-01 -1.66259319e-01 -2.00355709e-01
 -1.40033364e-02  4.62996289e-02  8.83282200e-02  1.19288325e-01
  2.32278869e-01  1.08024850e-01  2.01707900e-01 -1.57707334e-02
  1.21026322e-01 -1.54020116e-01  7.04792663e-02  7.46743083e-02
 -1.96301192e-03  1.04805723e-01 -1.47513881e-01  2.63511330e-01
  2.07054868e-01 -1.03671104e-01  1.47611229e-02  1.50089890e-01
  8.98382664e-02 -7.88256600e-02  1.97647572e-01 -1.31382402e-02
 -1.74878657e-01 -5.53076565e-02  1.58320770e-01 -6.11972101e-02
 -2.26794064e-01  1.03189498e-02  6.49548247e-02  2.20197514e-01
  1.85064763e-01 -3.70274819e-02 -1.37854993e-01 -4.35260236e-02
  7.27747008e-02 -6.30182028e-02 -4.50479239e-02 -6.62500113e-02
 -1.70072913e-01  1.18288159e-01  1.50532588e-01 -1.42032772e-01
  8.13430995e-02 -1.53007712e-02  9.46208388e-02 -3.59616578e-02
 -3.59180331e-01 -1.33788154e-01  1.34242892e-01 -2.29655346e-03
 -2.72685774e-02  2.14044154e-02 -1.08541146e-01  7.28127435e-02
 -2.38651410e-04 -1.95982695e-01  1.74720615e-01 -5.39437681e-03
  2.05317233e-02  4.26801443e-02  2.43546322e-01  8.69352371e-04
  5.59563264e-02 -1.50950238e-01  1.90109596e-01  1.09450608e-01
 -1.60295516e-01  5.67034073e-02  1.36671066e-01  2.34195888e-01
 -1.47876322e-01 -2.41518170e-01 -4.65640165e-02  2.95465291e-02
  2.46848181e-01 -7.00088814e-02 -2.29740500e-01  6.68306202e-02
 -5.12674078e-03 -2.30214372e-02  1.45872280e-01  5.62697425e-02
 -2.28726357e-01 -1.77575573e-02  9.80500430e-02 -2.75558114e-01
  2.83879489e-02 -7.43326545e-02 -4.94806170e-02  4.22653183e-03
  1.00242279e-01  3.13419998e-01 -1.22086950e-01 -3.20474982e-01
 -4.76974621e-02 -1.09024204e-01  3.85939255e-02 -1.09249279e-01
  1.75682247e-01  1.00413658e-01  1.64361537e-01  3.20860833e-01
 -9.53977853e-02  2.34662425e-02  2.62493968e-01  5.42308353e-02
 -1.53091311e-01 -2.95084044e-02 -1.59563318e-01  1.06838308e-02
 -1.06409654e-01 -1.01171806e-01 -2.17111886e-01  4.83220965e-02
 -9.38584208e-02 -2.17813566e-01  1.55260578e-01 -2.52466083e-01
 -3.60205919e-02  1.64385065e-01  2.79432479e-02 -3.50475013e-02
  6.86121434e-02  1.70301944e-01  7.47631490e-02 -8.74385796e-03
